"";"Var1";"Var2";"Var3";"Freq"
"15487";"Atropello";"Glorieta";"Granizal";0
"15488";"Caida de Ocupante";"Glorieta";"Granizal";0
"15489";"Choque";"Glorieta";"Granizal";0
"15490";"Incendio";"Glorieta";"Granizal";0
"15491";"Otro";"Glorieta";"Granizal";0
"15492";"Volcamiento";"Glorieta";"Granizal";0
"15494";"Caida de Ocupante";"Interseccion";"Granizal";0
"15496";"Incendio";"Interseccion";"Granizal";0
"15498";"Volcamiento";"Interseccion";"Granizal";0
"15502";"Incendio";"Lote o Predio";"Granizal";0
"15505";"Atropello";"Paso a Nivel";"Granizal";0
"15506";"Caida de Ocupante";"Paso a Nivel";"Granizal";0
"15508";"Incendio";"Paso a Nivel";"Granizal";0
"15509";"Otro";"Paso a Nivel";"Granizal";0
"15510";"Volcamiento";"Paso a Nivel";"Granizal";0
"15511";"Atropello";"Paso Elevado";"Granizal";0
"15512";"Caida de Ocupante";"Paso Elevado";"Granizal";0
"15513";"Choque";"Paso Elevado";"Granizal";0
"15514";"Incendio";"Paso Elevado";"Granizal";0
"15515";"Otro";"Paso Elevado";"Granizal";0
"15516";"Volcamiento";"Paso Elevado";"Granizal";0
"15517";"Atropello";"Paso Inferior";"Granizal";0
"15518";"Caida de Ocupante";"Paso Inferior";"Granizal";0
"15519";"Choque";"Paso Inferior";"Granizal";0
"15520";"Incendio";"Paso Inferior";"Granizal";0
"15521";"Otro";"Paso Inferior";"Granizal";0
"15522";"Volcamiento";"Paso Inferior";"Granizal";0
"15523";"Atropello";"Pontón";"Granizal";0
"15524";"Caida de Ocupante";"Pontón";"Granizal";0
"15525";"Choque";"Pontón";"Granizal";0
"15526";"Incendio";"Pontón";"Granizal";0
"15527";"Otro";"Pontón";"Granizal";0
"15528";"Volcamiento";"Pontón";"Granizal";0
"15529";"Atropello";"Puente";"Granizal";0
"15530";"Caida de Ocupante";"Puente";"Granizal";0
"15531";"Choque";"Puente";"Granizal";0
"15532";"Incendio";"Puente";"Granizal";0
"15533";"Otro";"Puente";"Granizal";0
"15534";"Volcamiento";"Puente";"Granizal";0
"15538";"Incendio";"Tramo de via";"Granizal";0
"15541";"Atropello";"Tunel";"Granizal";0
"15542";"Caida de Ocupante";"Tunel";"Granizal";0
"15543";"Choque";"Tunel";"Granizal";0
"15544";"Incendio";"Tunel";"Granizal";0
"15545";"Otro";"Tunel";"Granizal";0
"15546";"Volcamiento";"Tunel";"Granizal";0
"15547";"Atropello";"Via peatonal";"Granizal";0
"15548";"Caida de Ocupante";"Via peatonal";"Granizal";0
"15549";"Choque";"Via peatonal";"Granizal";0
"15550";"Incendio";"Via peatonal";"Granizal";0
"15551";"Otro";"Via peatonal";"Granizal";0
"15552";"Volcamiento";"Via peatonal";"Granizal";0
"15556";"Incendio";"Ciclo Ruta";"Guayabal";0
"15557";"Otro";"Ciclo Ruta";"Guayabal";0
"15558";"Volcamiento";"Ciclo Ruta";"Guayabal";0
"15559";"Atropello";"Glorieta";"Guayabal";0
"15560";"Caida de Ocupante";"Glorieta";"Guayabal";0
"15562";"Incendio";"Glorieta";"Guayabal";0
"15563";"Otro";"Glorieta";"Guayabal";0
"15564";"Volcamiento";"Glorieta";"Guayabal";0
"15568";"Incendio";"Interseccion";"Guayabal";0
"15574";"Incendio";"Lote o Predio";"Guayabal";0
"15577";"Atropello";"Paso a Nivel";"Guayabal";0
"15578";"Caida de Ocupante";"Paso a Nivel";"Guayabal";0
"15580";"Incendio";"Paso a Nivel";"Guayabal";0
"15581";"Otro";"Paso a Nivel";"Guayabal";0
"15582";"Volcamiento";"Paso a Nivel";"Guayabal";0
"15583";"Atropello";"Paso Elevado";"Guayabal";0
"15586";"Incendio";"Paso Elevado";"Guayabal";0
"15587";"Otro";"Paso Elevado";"Guayabal";0
"15588";"Volcamiento";"Paso Elevado";"Guayabal";0
"15589";"Atropello";"Paso Inferior";"Guayabal";0
"15590";"Caida de Ocupante";"Paso Inferior";"Guayabal";0
"15592";"Incendio";"Paso Inferior";"Guayabal";0
"15594";"Volcamiento";"Paso Inferior";"Guayabal";0
"15595";"Atropello";"Pontón";"Guayabal";0
"15596";"Caida de Ocupante";"Pontón";"Guayabal";0
"15597";"Choque";"Pontón";"Guayabal";0
"15598";"Incendio";"Pontón";"Guayabal";0
"15599";"Otro";"Pontón";"Guayabal";0
"15600";"Volcamiento";"Pontón";"Guayabal";0
"15601";"Atropello";"Puente";"Guayabal";0
"15602";"Caida de Ocupante";"Puente";"Guayabal";0
"15604";"Incendio";"Puente";"Guayabal";0
"15605";"Otro";"Puente";"Guayabal";0
"15606";"Volcamiento";"Puente";"Guayabal";0
"15610";"Incendio";"Tramo de via";"Guayabal";0
"15613";"Atropello";"Tunel";"Guayabal";0
"15614";"Caida de Ocupante";"Tunel";"Guayabal";0
"15615";"Choque";"Tunel";"Guayabal";0
"15616";"Incendio";"Tunel";"Guayabal";0
"15617";"Otro";"Tunel";"Guayabal";0
"15618";"Volcamiento";"Tunel";"Guayabal";0
"15619";"Atropello";"Via peatonal";"Guayabal";0
"15620";"Caida de Ocupante";"Via peatonal";"Guayabal";0
"15621";"Choque";"Via peatonal";"Guayabal";0
"15622";"Incendio";"Via peatonal";"Guayabal";0
"15623";"Otro";"Via peatonal";"Guayabal";0
"15624";"Volcamiento";"Via peatonal";"Guayabal";0
"15628";"Incendio";"Ciclo Ruta";"Guayaquil";0
"15630";"Volcamiento";"Ciclo Ruta";"Guayaquil";0
"15631";"Atropello";"Glorieta";"Guayaquil";0
"15632";"Caida de Ocupante";"Glorieta";"Guayaquil";0
"15634";"Incendio";"Glorieta";"Guayaquil";0
"15635";"Otro";"Glorieta";"Guayaquil";0
"15640";"Incendio";"Interseccion";"Guayaquil";0
"15646";"Incendio";"Lote o Predio";"Guayaquil";0
"15649";"Atropello";"Paso a Nivel";"Guayaquil";0
"15650";"Caida de Ocupante";"Paso a Nivel";"Guayaquil";0
"15651";"Choque";"Paso a Nivel";"Guayaquil";0
"15652";"Incendio";"Paso a Nivel";"Guayaquil";0
"15653";"Otro";"Paso a Nivel";"Guayaquil";0
"15654";"Volcamiento";"Paso a Nivel";"Guayaquil";0
"15658";"Incendio";"Paso Elevado";"Guayaquil";0
"15661";"Atropello";"Paso Inferior";"Guayaquil";0
"15664";"Incendio";"Paso Inferior";"Guayaquil";0
"15665";"Otro";"Paso Inferior";"Guayaquil";0
"15666";"Volcamiento";"Paso Inferior";"Guayaquil";0
"15667";"Atropello";"Pontón";"Guayaquil";0
"15668";"Caida de Ocupante";"Pontón";"Guayaquil";0
"15670";"Incendio";"Pontón";"Guayaquil";0
"15671";"Otro";"Pontón";"Guayaquil";0
"15672";"Volcamiento";"Pontón";"Guayaquil";0
"15673";"Atropello";"Puente";"Guayaquil";0
"15674";"Caida de Ocupante";"Puente";"Guayaquil";0
"15676";"Incendio";"Puente";"Guayaquil";0
"15677";"Otro";"Puente";"Guayaquil";0
"15678";"Volcamiento";"Puente";"Guayaquil";0
"15685";"Atropello";"Tunel";"Guayaquil";0
"15686";"Caida de Ocupante";"Tunel";"Guayaquil";0
"15688";"Incendio";"Tunel";"Guayaquil";0
"15689";"Otro";"Tunel";"Guayaquil";0
"15690";"Volcamiento";"Tunel";"Guayaquil";0
"15692";"Caida de Ocupante";"Via peatonal";"Guayaquil";0
"15694";"Incendio";"Via peatonal";"Guayaquil";0
"15695";"Otro";"Via peatonal";"Guayaquil";0
"15696";"Volcamiento";"Via peatonal";"Guayaquil";0
"15700";"Incendio";"Ciclo Ruta";"Héctor Abad Gómez";0
"15701";"Otro";"Ciclo Ruta";"Héctor Abad Gómez";0
"15702";"Volcamiento";"Ciclo Ruta";"Héctor Abad Gómez";0
"15703";"Atropello";"Glorieta";"Héctor Abad Gómez";0
"15704";"Caida de Ocupante";"Glorieta";"Héctor Abad Gómez";0
"15705";"Choque";"Glorieta";"Héctor Abad Gómez";0
"15706";"Incendio";"Glorieta";"Héctor Abad Gómez";0
"15707";"Otro";"Glorieta";"Héctor Abad Gómez";0
"15708";"Volcamiento";"Glorieta";"Héctor Abad Gómez";0
"15712";"Incendio";"Interseccion";"Héctor Abad Gómez";0
"15718";"Incendio";"Lote o Predio";"Héctor Abad Gómez";0
"15721";"Atropello";"Paso a Nivel";"Héctor Abad Gómez";0
"15722";"Caida de Ocupante";"Paso a Nivel";"Héctor Abad Gómez";0
"15723";"Choque";"Paso a Nivel";"Héctor Abad Gómez";0
"15724";"Incendio";"Paso a Nivel";"Héctor Abad Gómez";0
"15725";"Otro";"Paso a Nivel";"Héctor Abad Gómez";0
"15726";"Volcamiento";"Paso a Nivel";"Héctor Abad Gómez";0
"15727";"Atropello";"Paso Elevado";"Héctor Abad Gómez";0
"15728";"Caida de Ocupante";"Paso Elevado";"Héctor Abad Gómez";0
"15730";"Incendio";"Paso Elevado";"Héctor Abad Gómez";0
"15731";"Otro";"Paso Elevado";"Héctor Abad Gómez";0
"15732";"Volcamiento";"Paso Elevado";"Héctor Abad Gómez";0
"15733";"Atropello";"Paso Inferior";"Héctor Abad Gómez";0
"15734";"Caida de Ocupante";"Paso Inferior";"Héctor Abad Gómez";0
"15735";"Choque";"Paso Inferior";"Héctor Abad Gómez";0
"15736";"Incendio";"Paso Inferior";"Héctor Abad Gómez";0
"15737";"Otro";"Paso Inferior";"Héctor Abad Gómez";0
"15738";"Volcamiento";"Paso Inferior";"Héctor Abad Gómez";0
"15739";"Atropello";"Pontón";"Héctor Abad Gómez";0
"15740";"Caida de Ocupante";"Pontón";"Héctor Abad Gómez";0
"15741";"Choque";"Pontón";"Héctor Abad Gómez";0
"15742";"Incendio";"Pontón";"Héctor Abad Gómez";0
"15743";"Otro";"Pontón";"Héctor Abad Gómez";0
"15744";"Volcamiento";"Pontón";"Héctor Abad Gómez";0
"15745";"Atropello";"Puente";"Héctor Abad Gómez";0
"15746";"Caida de Ocupante";"Puente";"Héctor Abad Gómez";0
"15747";"Choque";"Puente";"Héctor Abad Gómez";0
"15748";"Incendio";"Puente";"Héctor Abad Gómez";0
"15749";"Otro";"Puente";"Héctor Abad Gómez";0
"15750";"Volcamiento";"Puente";"Héctor Abad Gómez";0
"15754";"Incendio";"Tramo de via";"Héctor Abad Gómez";0
"15757";"Atropello";"Tunel";"Héctor Abad Gómez";0
"15758";"Caida de Ocupante";"Tunel";"Héctor Abad Gómez";0
"15759";"Choque";"Tunel";"Héctor Abad Gómez";0
"15760";"Incendio";"Tunel";"Héctor Abad Gómez";0
"15761";"Otro";"Tunel";"Héctor Abad Gómez";0
"15762";"Volcamiento";"Tunel";"Héctor Abad Gómez";0
"15763";"Atropello";"Via peatonal";"Héctor Abad Gómez";0
"15764";"Caida de Ocupante";"Via peatonal";"Héctor Abad Gómez";0
"15765";"Choque";"Via peatonal";"Héctor Abad Gómez";0
"15766";"Incendio";"Via peatonal";"Héctor Abad Gómez";0
"15767";"Otro";"Via peatonal";"Héctor Abad Gómez";0
"15768";"Volcamiento";"Via peatonal";"Héctor Abad Gómez";0
"15769";"Atropello";"Ciclo Ruta";"Hospital San Vicente de Paúl";0
"15770";"Caida de Ocupante";"Ciclo Ruta";"Hospital San Vicente de Paúl";0
"15772";"Incendio";"Ciclo Ruta";"Hospital San Vicente de Paúl";0
"15773";"Otro";"Ciclo Ruta";"Hospital San Vicente de Paúl";0
"15774";"Volcamiento";"Ciclo Ruta";"Hospital San Vicente de Paúl";0
"15775";"Atropello";"Glorieta";"Hospital San Vicente de Paúl";0
"15776";"Caida de Ocupante";"Glorieta";"Hospital San Vicente de Paúl";0
"15778";"Incendio";"Glorieta";"Hospital San Vicente de Paúl";0
"15779";"Otro";"Glorieta";"Hospital San Vicente de Paúl";0
"15780";"Volcamiento";"Glorieta";"Hospital San Vicente de Paúl";0
"15782";"Caida de Ocupante";"Interseccion";"Hospital San Vicente de Paúl";0
"15784";"Incendio";"Interseccion";"Hospital San Vicente de Paúl";0
"15785";"Otro";"Interseccion";"Hospital San Vicente de Paúl";0
"15786";"Volcamiento";"Interseccion";"Hospital San Vicente de Paúl";0
"15790";"Incendio";"Lote o Predio";"Hospital San Vicente de Paúl";0
"15793";"Atropello";"Paso a Nivel";"Hospital San Vicente de Paúl";0
"15794";"Caida de Ocupante";"Paso a Nivel";"Hospital San Vicente de Paúl";0
"15795";"Choque";"Paso a Nivel";"Hospital San Vicente de Paúl";0
"15796";"Incendio";"Paso a Nivel";"Hospital San Vicente de Paúl";0
"15797";"Otro";"Paso a Nivel";"Hospital San Vicente de Paúl";0
"15798";"Volcamiento";"Paso a Nivel";"Hospital San Vicente de Paúl";0
"15799";"Atropello";"Paso Elevado";"Hospital San Vicente de Paúl";0
"15800";"Caida de Ocupante";"Paso Elevado";"Hospital San Vicente de Paúl";0
"15801";"Choque";"Paso Elevado";"Hospital San Vicente de Paúl";0
"15802";"Incendio";"Paso Elevado";"Hospital San Vicente de Paúl";0
"15803";"Otro";"Paso Elevado";"Hospital San Vicente de Paúl";0
"15804";"Volcamiento";"Paso Elevado";"Hospital San Vicente de Paúl";0
"15805";"Atropello";"Paso Inferior";"Hospital San Vicente de Paúl";0
"15806";"Caida de Ocupante";"Paso Inferior";"Hospital San Vicente de Paúl";0
"15807";"Choque";"Paso Inferior";"Hospital San Vicente de Paúl";0
"15808";"Incendio";"Paso Inferior";"Hospital San Vicente de Paúl";0
"15809";"Otro";"Paso Inferior";"Hospital San Vicente de Paúl";0
"15810";"Volcamiento";"Paso Inferior";"Hospital San Vicente de Paúl";0
"15811";"Atropello";"Pontón";"Hospital San Vicente de Paúl";0
"15812";"Caida de Ocupante";"Pontón";"Hospital San Vicente de Paúl";0
"15813";"Choque";"Pontón";"Hospital San Vicente de Paúl";0
"15814";"Incendio";"Pontón";"Hospital San Vicente de Paúl";0
"15815";"Otro";"Pontón";"Hospital San Vicente de Paúl";0
"15816";"Volcamiento";"Pontón";"Hospital San Vicente de Paúl";0
"15817";"Atropello";"Puente";"Hospital San Vicente de Paúl";0
"15818";"Caida de Ocupante";"Puente";"Hospital San Vicente de Paúl";0
"15819";"Choque";"Puente";"Hospital San Vicente de Paúl";0
"15820";"Incendio";"Puente";"Hospital San Vicente de Paúl";0
"15821";"Otro";"Puente";"Hospital San Vicente de Paúl";0
"15822";"Volcamiento";"Puente";"Hospital San Vicente de Paúl";0
"15826";"Incendio";"Tramo de via";"Hospital San Vicente de Paúl";0
"15829";"Atropello";"Tunel";"Hospital San Vicente de Paúl";0
"15830";"Caida de Ocupante";"Tunel";"Hospital San Vicente de Paúl";0
"15831";"Choque";"Tunel";"Hospital San Vicente de Paúl";0
"15832";"Incendio";"Tunel";"Hospital San Vicente de Paúl";0
"15833";"Otro";"Tunel";"Hospital San Vicente de Paúl";0
"15834";"Volcamiento";"Tunel";"Hospital San Vicente de Paúl";0
"15835";"Atropello";"Via peatonal";"Hospital San Vicente de Paúl";0
"15836";"Caida de Ocupante";"Via peatonal";"Hospital San Vicente de Paúl";0
"15837";"Choque";"Via peatonal";"Hospital San Vicente de Paúl";0
"15838";"Incendio";"Via peatonal";"Hospital San Vicente de Paúl";0
"15839";"Otro";"Via peatonal";"Hospital San Vicente de Paúl";0
"15840";"Volcamiento";"Via peatonal";"Hospital San Vicente de Paúl";0
"15841";"Atropello";"Ciclo Ruta";"Inst";0
"15842";"Caida de Ocupante";"Ciclo Ruta";"Inst";0
"15843";"Choque";"Ciclo Ruta";"Inst";0
"15844";"Incendio";"Ciclo Ruta";"Inst";0
"15845";"Otro";"Ciclo Ruta";"Inst";0
"15846";"Volcamiento";"Ciclo Ruta";"Inst";0
"15847";"Atropello";"Glorieta";"Inst";0
"15848";"Caida de Ocupante";"Glorieta";"Inst";0
"15849";"Choque";"Glorieta";"Inst";0
"15850";"Incendio";"Glorieta";"Inst";0
"15851";"Otro";"Glorieta";"Inst";0
"15852";"Volcamiento";"Glorieta";"Inst";0
"15856";"Incendio";"Interseccion";"Inst";0
"15857";"Otro";"Interseccion";"Inst";0
"15862";"Incendio";"Lote o Predio";"Inst";0
"15864";"Volcamiento";"Lote o Predio";"Inst";0
"15865";"Atropello";"Paso a Nivel";"Inst";0
"15866";"Caida de Ocupante";"Paso a Nivel";"Inst";0
"15867";"Choque";"Paso a Nivel";"Inst";0
"15868";"Incendio";"Paso a Nivel";"Inst";0
"15869";"Otro";"Paso a Nivel";"Inst";0
"15870";"Volcamiento";"Paso a Nivel";"Inst";0
"15871";"Atropello";"Paso Elevado";"Inst";0
"15872";"Caida de Ocupante";"Paso Elevado";"Inst";0
"15874";"Incendio";"Paso Elevado";"Inst";0
"15875";"Otro";"Paso Elevado";"Inst";0
"15876";"Volcamiento";"Paso Elevado";"Inst";0
"15877";"Atropello";"Paso Inferior";"Inst";0
"15878";"Caida de Ocupante";"Paso Inferior";"Inst";0
"15879";"Choque";"Paso Inferior";"Inst";0
"15880";"Incendio";"Paso Inferior";"Inst";0
"15881";"Otro";"Paso Inferior";"Inst";0
"15882";"Volcamiento";"Paso Inferior";"Inst";0
"15883";"Atropello";"Pontón";"Inst";0
"15884";"Caida de Ocupante";"Pontón";"Inst";0
"15885";"Choque";"Pontón";"Inst";0
"15886";"Incendio";"Pontón";"Inst";0
"15887";"Otro";"Pontón";"Inst";0
"15888";"Volcamiento";"Pontón";"Inst";0
"15889";"Atropello";"Puente";"Inst";0
"15890";"Caida de Ocupante";"Puente";"Inst";0
"15891";"Choque";"Puente";"Inst";0
"15892";"Incendio";"Puente";"Inst";0
"15893";"Otro";"Puente";"Inst";0
"15894";"Volcamiento";"Puente";"Inst";0
"15898";"Incendio";"Tramo de via";"Inst";0
"15901";"Atropello";"Tunel";"Inst";0
"15902";"Caida de Ocupante";"Tunel";"Inst";0
"15903";"Choque";"Tunel";"Inst";0
"15904";"Incendio";"Tunel";"Inst";0
"15905";"Otro";"Tunel";"Inst";0
"15906";"Volcamiento";"Tunel";"Inst";0
"15907";"Atropello";"Via peatonal";"Inst";0
"15908";"Caida de Ocupante";"Via peatonal";"Inst";0
"15909";"Choque";"Via peatonal";"Inst";0
"15910";"Incendio";"Via peatonal";"Inst";0
"15911";"Otro";"Via peatonal";"Inst";0
"15912";"Volcamiento";"Via peatonal";"Inst";0
"15913";"Atropello";"Ciclo Ruta";"Jardín Botánico";0
"15914";"Caida de Ocupante";"Ciclo Ruta";"Jardín Botánico";0
"15916";"Incendio";"Ciclo Ruta";"Jardín Botánico";0
"15917";"Otro";"Ciclo Ruta";"Jardín Botánico";0
"15918";"Volcamiento";"Ciclo Ruta";"Jardín Botánico";0
"15919";"Atropello";"Glorieta";"Jardín Botánico";0
"15920";"Caida de Ocupante";"Glorieta";"Jardín Botánico";0
"15921";"Choque";"Glorieta";"Jardín Botánico";0
"15922";"Incendio";"Glorieta";"Jardín Botánico";0
"15923";"Otro";"Glorieta";"Jardín Botánico";0
"15924";"Volcamiento";"Glorieta";"Jardín Botánico";0
"15926";"Caida de Ocupante";"Interseccion";"Jardín Botánico";0
"15928";"Incendio";"Interseccion";"Jardín Botánico";0
"15934";"Incendio";"Lote o Predio";"Jardín Botánico";0
"15937";"Atropello";"Paso a Nivel";"Jardín Botánico";0
"15938";"Caida de Ocupante";"Paso a Nivel";"Jardín Botánico";0
"15939";"Choque";"Paso a Nivel";"Jardín Botánico";0
"15940";"Incendio";"Paso a Nivel";"Jardín Botánico";0
"15941";"Otro";"Paso a Nivel";"Jardín Botánico";0
"15942";"Volcamiento";"Paso a Nivel";"Jardín Botánico";0
"15943";"Atropello";"Paso Elevado";"Jardín Botánico";0
"15944";"Caida de Ocupante";"Paso Elevado";"Jardín Botánico";0
"15945";"Choque";"Paso Elevado";"Jardín Botánico";0
"15946";"Incendio";"Paso Elevado";"Jardín Botánico";0
"15947";"Otro";"Paso Elevado";"Jardín Botánico";0
"15948";"Volcamiento";"Paso Elevado";"Jardín Botánico";0
"15949";"Atropello";"Paso Inferior";"Jardín Botánico";0
"15950";"Caida de Ocupante";"Paso Inferior";"Jardín Botánico";0
"15951";"Choque";"Paso Inferior";"Jardín Botánico";0
"15952";"Incendio";"Paso Inferior";"Jardín Botánico";0
"15953";"Otro";"Paso Inferior";"Jardín Botánico";0
"15954";"Volcamiento";"Paso Inferior";"Jardín Botánico";0
"15955";"Atropello";"Pontón";"Jardín Botánico";0
"15956";"Caida de Ocupante";"Pontón";"Jardín Botánico";0
"15957";"Choque";"Pontón";"Jardín Botánico";0
"15958";"Incendio";"Pontón";"Jardín Botánico";0
"15959";"Otro";"Pontón";"Jardín Botánico";0
"15960";"Volcamiento";"Pontón";"Jardín Botánico";0
"15961";"Atropello";"Puente";"Jardín Botánico";0
"15962";"Caida de Ocupante";"Puente";"Jardín Botánico";0
"15963";"Choque";"Puente";"Jardín Botánico";0
"15964";"Incendio";"Puente";"Jardín Botánico";0
"15965";"Otro";"Puente";"Jardín Botánico";0
"15966";"Volcamiento";"Puente";"Jardín Botánico";0
"15970";"Incendio";"Tramo de via";"Jardín Botánico";0
"15973";"Atropello";"Tunel";"Jardín Botánico";0
"15974";"Caida de Ocupante";"Tunel";"Jardín Botánico";0
"15975";"Choque";"Tunel";"Jardín Botánico";0
"15976";"Incendio";"Tunel";"Jardín Botánico";0
"15977";"Otro";"Tunel";"Jardín Botánico";0
"15978";"Volcamiento";"Tunel";"Jardín Botánico";0
"15979";"Atropello";"Via peatonal";"Jardín Botánico";0
"15980";"Caida de Ocupante";"Via peatonal";"Jardín Botánico";0
"15981";"Choque";"Via peatonal";"Jardín Botánico";0
"15982";"Incendio";"Via peatonal";"Jardín Botánico";0
"15983";"Otro";"Via peatonal";"Jardín Botánico";0
"15984";"Volcamiento";"Via peatonal";"Jardín Botánico";0
"15988";"Incendio";"Ciclo Ruta";"Jesús Nazareno";0
"15992";"Caida de Ocupante";"Glorieta";"Jesús Nazareno";0
"15994";"Incendio";"Glorieta";"Jesús Nazareno";0
"16000";"Incendio";"Interseccion";"Jesús Nazareno";0
"16006";"Incendio";"Lote o Predio";"Jesús Nazareno";0
"16009";"Atropello";"Paso a Nivel";"Jesús Nazareno";0
"16010";"Caida de Ocupante";"Paso a Nivel";"Jesús Nazareno";0
"16012";"Incendio";"Paso a Nivel";"Jesús Nazareno";0
"16013";"Otro";"Paso a Nivel";"Jesús Nazareno";0
"16014";"Volcamiento";"Paso a Nivel";"Jesús Nazareno";0
"16015";"Atropello";"Paso Elevado";"Jesús Nazareno";0
"16018";"Incendio";"Paso Elevado";"Jesús Nazareno";0
"16020";"Volcamiento";"Paso Elevado";"Jesús Nazareno";0
"16024";"Incendio";"Paso Inferior";"Jesús Nazareno";0
"16027";"Atropello";"Pontón";"Jesús Nazareno";0
"16028";"Caida de Ocupante";"Pontón";"Jesús Nazareno";0
"16029";"Choque";"Pontón";"Jesús Nazareno";0
"16030";"Incendio";"Pontón";"Jesús Nazareno";0
"16031";"Otro";"Pontón";"Jesús Nazareno";0
"16032";"Volcamiento";"Pontón";"Jesús Nazareno";0
"16034";"Caida de Ocupante";"Puente";"Jesús Nazareno";0
"16035";"Choque";"Puente";"Jesús Nazareno";0
"16036";"Incendio";"Puente";"Jesús Nazareno";0
"16037";"Otro";"Puente";"Jesús Nazareno";0
"16038";"Volcamiento";"Puente";"Jesús Nazareno";0
"16045";"Atropello";"Tunel";"Jesús Nazareno";0
"16048";"Incendio";"Tunel";"Jesús Nazareno";0
"16050";"Volcamiento";"Tunel";"Jesús Nazareno";0
"16051";"Atropello";"Via peatonal";"Jesús Nazareno";0
"16052";"Caida de Ocupante";"Via peatonal";"Jesús Nazareno";0
"16054";"Incendio";"Via peatonal";"Jesús Nazareno";0
"16055";"Otro";"Via peatonal";"Jesús Nazareno";0
"16056";"Volcamiento";"Via peatonal";"Jesús Nazareno";0
"16057";"Atropello";"Ciclo Ruta";"Juan Pablo II";0
"16058";"Caida de Ocupante";"Ciclo Ruta";"Juan Pablo II";0
"16059";"Choque";"Ciclo Ruta";"Juan Pablo II";0
"16060";"Incendio";"Ciclo Ruta";"Juan Pablo II";0
"16062";"Volcamiento";"Ciclo Ruta";"Juan Pablo II";0
"16063";"Atropello";"Glorieta";"Juan Pablo II";0
"16064";"Caida de Ocupante";"Glorieta";"Juan Pablo II";0
"16065";"Choque";"Glorieta";"Juan Pablo II";0
"16066";"Incendio";"Glorieta";"Juan Pablo II";0
"16067";"Otro";"Glorieta";"Juan Pablo II";0
"16068";"Volcamiento";"Glorieta";"Juan Pablo II";0
"16069";"Atropello";"Interseccion";"Juan Pablo II";0
"16070";"Caida de Ocupante";"Interseccion";"Juan Pablo II";0
"16072";"Incendio";"Interseccion";"Juan Pablo II";0
"16073";"Otro";"Interseccion";"Juan Pablo II";0
"16077";"Choque";"Lote o Predio";"Juan Pablo II";0
"16078";"Incendio";"Lote o Predio";"Juan Pablo II";0
"16079";"Otro";"Lote o Predio";"Juan Pablo II";0
"16081";"Atropello";"Paso a Nivel";"Juan Pablo II";0
"16082";"Caida de Ocupante";"Paso a Nivel";"Juan Pablo II";0
"16083";"Choque";"Paso a Nivel";"Juan Pablo II";0
"16084";"Incendio";"Paso a Nivel";"Juan Pablo II";0
"16085";"Otro";"Paso a Nivel";"Juan Pablo II";0
"16086";"Volcamiento";"Paso a Nivel";"Juan Pablo II";0
"16087";"Atropello";"Paso Elevado";"Juan Pablo II";0
"16088";"Caida de Ocupante";"Paso Elevado";"Juan Pablo II";0
"16089";"Choque";"Paso Elevado";"Juan Pablo II";0
"16090";"Incendio";"Paso Elevado";"Juan Pablo II";0
"16091";"Otro";"Paso Elevado";"Juan Pablo II";0
"16092";"Volcamiento";"Paso Elevado";"Juan Pablo II";0
"16093";"Atropello";"Paso Inferior";"Juan Pablo II";0
"16094";"Caida de Ocupante";"Paso Inferior";"Juan Pablo II";0
"16095";"Choque";"Paso Inferior";"Juan Pablo II";0
"16096";"Incendio";"Paso Inferior";"Juan Pablo II";0
"16097";"Otro";"Paso Inferior";"Juan Pablo II";0
"16098";"Volcamiento";"Paso Inferior";"Juan Pablo II";0
"16099";"Atropello";"Pontón";"Juan Pablo II";0
"16100";"Caida de Ocupante";"Pontón";"Juan Pablo II";0
"16101";"Choque";"Pontón";"Juan Pablo II";0
"16102";"Incendio";"Pontón";"Juan Pablo II";0
"16103";"Otro";"Pontón";"Juan Pablo II";0
"16104";"Volcamiento";"Pontón";"Juan Pablo II";0
"16105";"Atropello";"Puente";"Juan Pablo II";0
"16106";"Caida de Ocupante";"Puente";"Juan Pablo II";0
"16107";"Choque";"Puente";"Juan Pablo II";0
"16108";"Incendio";"Puente";"Juan Pablo II";0
"16109";"Otro";"Puente";"Juan Pablo II";0
"16110";"Volcamiento";"Puente";"Juan Pablo II";0
"16114";"Incendio";"Tramo de via";"Juan Pablo II";0
"16117";"Atropello";"Tunel";"Juan Pablo II";0
"16118";"Caida de Ocupante";"Tunel";"Juan Pablo II";0
"16119";"Choque";"Tunel";"Juan Pablo II";0
"16120";"Incendio";"Tunel";"Juan Pablo II";0
"16121";"Otro";"Tunel";"Juan Pablo II";0
"16122";"Volcamiento";"Tunel";"Juan Pablo II";0
"16123";"Atropello";"Via peatonal";"Juan Pablo II";0
"16124";"Caida de Ocupante";"Via peatonal";"Juan Pablo II";0
"16125";"Choque";"Via peatonal";"Juan Pablo II";0
"16126";"Incendio";"Via peatonal";"Juan Pablo II";0
"16127";"Otro";"Via peatonal";"Juan Pablo II";0
"16128";"Volcamiento";"Via peatonal";"Juan Pablo II";0
"16129";"Atropello";"Ciclo Ruta";"Juan XXIII La Quiebra";0
"16130";"Caida de Ocupante";"Ciclo Ruta";"Juan XXIII La Quiebra";0
"16131";"Choque";"Ciclo Ruta";"Juan XXIII La Quiebra";0
"16132";"Incendio";"Ciclo Ruta";"Juan XXIII La Quiebra";0
